author,published_at,updated_at,like_count,text,cyberbullying_type,label
@AdrielPopoff,2025-03-18T00:35:08Z,2025-03-18T00:35:08Z,1,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=297"">4:57</a> nice",non-toxic,non-bullying
@kingtrance307,2025-02-28T20:53:39Z,2025-02-28T20:53:39Z,0,JD Vance is a total douche bag and Trump is even worse. No wonder the orange bullies poll numbers are tanking and the whole world pretty much hates him now. Trump will sell out the NATO alliance next.,"toxicity, threat",bullying
@Kisoku,2025-02-28T21:36:09Z,2025-02-28T21:36:20Z,0,No one respects this orange clown.,"toxicity, threat",bullying
@LeonOC123,2025-02-28T22:31:38Z,2025-02-28T22:31:38Z,0,Lefties are so braindead😂,"toxicity, threat",bullying
@livbrierley4279,2018-08-15T17:23:12Z,2018-08-15T17:23:12Z,0,I wish one of them heeled him in the face under the bench 😏,"toxicity, sexual_explicit",bullying
@robertramos1190,2025-02-28T21:10:04Z,2025-02-28T21:10:04Z,0,Damn this was a setup this is nuts !!!,"toxicity, identity_attack",bullying
@DewPrism-y2k,2025-03-07T15:40:01Z,2025-03-07T15:40:01Z,1,"After winning the election trumps ego …………………..and proudy , just goes on bullying, let him speak at least, have some respect at least .",non-toxic,non-bullying
@basulashaf8684,2025-03-01T01:49:11Z,2025-03-01T01:49:11Z,1,America never mind allies. They are selfish and cunning,"toxicity, threat",bullying
@TheRealYamal,2025-02-03T16:53:18Z,2025-02-03T16:53:18Z,2,need part two,non-toxic,non-bullying
@picalo2284,2025-03-02T06:11:19Z,2025-03-02T06:11:19Z,0,This is the most uncivilised and stupid discussion ever recorded in human history 😂 especially from the hillbillies,"toxicity, threat",bullying
@justinhumphrey4177,2024-06-02T04:55:39Z,2024-06-02T04:55:39Z,0,im sorry but if u kill someone the way these ppl have getting 30 years and 40 years is ridiculous. they should never get out.,"toxicity, threat",bullying
@AbdiGuled-qd4vi,2024-10-24T23:55:58Z,2024-10-24T23:55:58Z,0,Israel propaganda 😮😮😮😮 fuck this 😮😮😮,"toxicity, identity_attack",bullying
@mohammad.mohsenhashimi9025,2025-03-01T16:15:52Z,2025-03-01T16:15:52Z,0,"A foolish man Zelensky, It was 10 time better to contract with potin, instead of being disrespected.","toxicity, threat",bullying
@andangwicaksono5144,2024-11-08T06:18:29Z,2024-11-08T06:18:29Z,0,This is how IDF Fight😂...trully a coward soldier,"toxicity, threat",bullying
@kalbirsingh1411,2025-03-01T12:04:08Z,2025-03-01T12:04:08Z,0,Long live trump,non-toxic,non-bullying
@Джамшед-я2з,2025-06-22T01:08:53Z,2025-06-22T01:08:53Z,1,❤❤❤,non-toxic,non-bullying
@kriscecere,2025-03-01T20:42:42Z,2025-03-01T20:42:42Z,18,Our president is a joke!!😢,"toxicity, threat",bullying
@searchandsave142,2025-03-01T00:30:57Z,2025-03-01T00:30:57Z,0,The line this will make great television says it all about the level of Trumps stupidity.,"toxicity, threat",bullying
@SmilingCamperVan-jz1mj,2025-03-02T06:49:46Z,2025-03-02T06:50:00Z,0,Zelensky should have softened attitude because he is a begger and beggers cannot be choosers,"toxicity, threat",bullying
@pjbrat19,2024-03-23T09:46:01Z,2024-03-23T09:46:01Z,0,How could you not want to snap??? They should give you free reign for 2 minutes,non-toxic,non-bullying
@icytoe,2025-02-28T21:16:47Z,2025-02-28T21:16:47Z,0,PEOPLE OF THE uS STOP PAYING YOUR TAXES,non-toxic,non-bullying
@Wopros1,2024-04-07T08:38:03Z,2024-04-07T08:38:03Z,0,Mister Beast spent about $700k on players,non-toxic,non-bullying
@benchpacpaco7665,2017-08-20T13:53:11Z,2017-08-20T13:53:11Z,0,Fuck,"toxicity, identity_attack",bullying
@동연-r4x,2025-04-07T11:12:39Z,2025-04-07T11:12:39Z,0,전 한국인입니다,non-toxic,non-bullying
@kylefoster2876,2024-02-03T06:36:18Z,2024-02-03T06:36:18Z,0,This is stupid what court people are doing this could get them injured if that was me who worked there I would of sacked them,"toxicity, threat",bullying
@TheSupriest,2025-02-28T19:28:34Z,2025-02-28T19:28:34Z,0,"F trump, F vance. <br>It was a trap. <br>Zelensky didn&#39;t bow for these two idiots. <br>Slava Ukraini!","toxicity, threat",bullying
@marg22az,2025-03-04T14:34:03Z,2025-03-04T14:34:03Z,0,Shut up Jay Dee,"toxicity, threat",bullying
@ezeeqq,2024-09-15T21:37:09Z,2024-09-15T21:37:09Z,0,"Gano el negro, noo",toxicity,bullying
@ellefc,2025-03-01T12:23:44Z,2025-03-01T12:23:44Z,1,Trump got what he wanted.Zalensky looks bad so he is now forced to accept whatever peace deal Trump offers him.,non-toxic,non-bullying
@wasifikbal8214,2017-12-24T05:45:26Z,2017-12-24T05:45:26Z,0,Arnab is a son of dog.,"toxicity, threat",bullying
@fauznihi3498,2025-03-01T09:46:00Z,2025-03-01T09:46:00Z,0,"Apart from the attitude issue, I try to see from Trump&#39;s personal POV as if looking at the Ukrainian war, there are indeed more losses, why not take the peace option like how the history of developing countries negotiated to exchange peace to avoid endless war escalation, the worst case scenario is that Russia has military equipment that cannot be underestimated even though Ukraine is continuously assisted by NATO and the US, it is not impossible that Russia will lose patience and use nuclear to start a third world war?, even though NATO and the US are able to make a counterattack, a nuclear war will still end badly on both sides and the whole world will be affected by the economic crisis and others, the priority that Trump must not forget is the long-term peace option and stop the war as soon as possible, not to belittle Russia, that is NATO&#39;s incitement narrative which has a bad track record of starting wars in weak countries.",non-toxic,non-bullying
@Taosapcrew,2025-01-16T01:34:15Z,2025-01-16T01:34:15Z,0,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=600"">10:00</a> i bet some dads dies in that they must have been great pilots",non-toxic,non-bullying
@danielk1898,2025-03-01T05:36:20Z,2025-03-01T05:41:09Z,0,What a bunch of losers and bullies. trump got the deal done... ya. Respect? Don&#39;t play their cards<br>What inspirational American leaders. I&#39;m in awe of their childish behavior <br>Zelensky can&#39;t finish his thoughts and sentence,"toxicity, threat",bullying
@rakeshbhatia8754,2017-10-16T07:26:29Z,2017-10-16T07:26:29Z,0,Hahaha people worship Hrithik roshan ????!?😂😂😂😂😂😂😂😂😂😂😂😂fuck people😈😈😈😈😈😈😈,"toxicity, identity_attack",bullying
@wayshinji,2025-02-28T21:21:44Z,2025-02-28T21:21:44Z,2,"I’m not American, but the audacity of Trump saying he should be grateful for what America has given him, while the country is involved in most of the current wars in the world. Like, seriously, come on!",non-toxic,non-bullying
@DavidEvaloakjuk,2025-01-19T01:02:13Z,2025-01-19T01:02:13Z,0,AiDEN,non-toxic,non-bullying
@ashishpatil9584,2018-02-13T04:52:43Z,2018-02-13T04:52:43Z,0,Hritik is lier,"toxicity, threat",bullying
@angusmcleod4613,2025-02-28T20:27:36Z,2025-02-28T20:27:36Z,1,The coke head of Kiev is mental,"toxicity, threat",bullying
@Violet_official-y8f,2024-04-20T09:16:57Z,2024-04-20T09:16:57Z,1,Camllia,non-toxic,non-bullying
@BoomBoom-ul4ig,2025-03-02T00:58:07Z,2025-03-02T00:58:07Z,0,I&#39;ll tell head honda Jesus on u and principal lucifer ...fuq u that my candy,non-toxic,non-bullying
@Strive1974,2025-02-28T23:53:04Z,2025-02-28T23:53:04Z,1,"This is what ALL of Americans voted for . No more funding for wars others start. UKRAINE is corrupt , dishonest, disrespectful considering they have no leg to stand on. Trump wants peace, Zelinsky wants war",non-toxic,non-bullying
@drakonascius9059,2025-02-28T21:55:29Z,2025-02-28T21:55:29Z,0,"The orange man should be in a jail, but he is humiliating the leader of Ukraine in front of journslists and all the world. That is unbelievable",non-toxic,non-bullying
@vsibin9,2018-10-14T14:39:17Z,2018-10-14T14:39:17Z,0,Let him speak asshole,"toxicity, identity_attack, threat",bullying
@АленаЗотеева-п3т,2025-05-28T15:27:27Z,2025-05-28T15:27:27Z,3,❤❤❤❤❤❤❤ love you,non-toxic,non-bullying
@boobopish,2024-04-04T11:00:02Z,2024-04-04T11:12:40Z,0,"Right or wrong, I totally understand this. I can’t even imagine how they feel. 😢<br><br>Imo, these animals shouldn’t be allowed to slouch, smirk or speak. What they’ve done is unforgivable.",non-toxic,non-bullying
@ChampigneVengance,2024-06-05T03:20:27Z,2024-06-05T03:20:27Z,0,The most disgusting thing is that most lawyer are will to defend theses people 😢,toxicity,bullying
@murphs69,2025-03-03T17:14:37Z,2025-03-03T17:14:37Z,0,How does Trump talk cease fire yet mention javelins?,non-toxic,non-bullying
@kimpeterson1960,2017-12-16T02:07:23Z,2017-12-16T02:07:23Z,0,Kaden is a savage,"toxicity, threat",bullying
@Jasper-sn6fm,2025-03-01T00:37:15Z,2025-03-01T00:37:15Z,0,"If I’m an American I will be so embarrass to identify myself as an American outside of USA.  I would rather identify myself as Iranian, or even Russian because I would probably get more respect than as an American.  Trump and Vance are absolutely disgraceful, shameful, arrogance and narcissist.","toxicity, threat",bullying
@derekcarroll8855,2025-03-01T11:57:24Z,2025-03-01T11:57:24Z,0,All actors people stop giving these people your attention,non-toxic,non-bullying
@tippedjungle,2025-04-28T13:56:01Z,2025-04-28T13:56:01Z,0,I wish they went off on starmer like this,toxicity,bullying
@bilinmeyenpotansiyel7916,2024-05-08T01:37:26Z,2024-05-08T01:37:26Z,0,Victims treat like criminals. And criminals treat like kids who done somethin wrong,non-toxic,non-bullying
@JadsonTeixeira-t3g,2025-03-14T00:10:48Z,2025-03-14T00:10:48Z,0,Adorei o round six e o melhor comeia de açúcar,non-toxic,non-bullying
@zuziawinnicka1305,2017-12-30T18:45:40Z,2017-12-30T18:45:40Z,0,That is so so mean to do,non-toxic,non-bullying
@nikmat,2025-03-01T06:22:24Z,2025-03-01T06:22:24Z,0,Jd vance is an asshole lol,"toxicity, identity_attack, threat",bullying
@Norvix9,2025-06-20T07:02:39Z,2025-06-20T07:02:39Z,0,🥶,non-toxic,non-bullying
@신정윤-y6d,2024-04-20T17:16:36Z,2024-04-20T17:16:36Z,0,구독,non-toxic,non-bullying
@brookebrawley2142,2025-03-01T14:39:26Z,2025-03-01T14:39:26Z,0,Joe Biden was more fun to watch 😂,non-toxic,non-bullying
@RamirezTony-k7z,2025-03-01T12:08:17Z,2025-03-01T12:08:17Z,1,"Thousands of Ukrainians have died in vain all because they wanted to ally with America, now they have been betrayed by America through the crazy Trump, your fate is very sad for Ukraine",non-toxic,non-bullying
@neelamworthington2229,2025-03-01T12:24:13Z,2025-03-01T12:24:13Z,0,I totally agree that it is utterly shocking!!<br>They invited him over and filmed him being humiliated by them is just disgusting!!<br>They owe presdent Zelensky a public apology 😮now.<br>Tis sort of dispicable behaviour would have never happened in Britain or any other European countries.😊,non-toxic,non-bullying
@siyanayasminegaming,2025-03-08T10:55:23Z,2025-03-08T10:55:23Z,0,NAHHJJ PLAYER 067 GOT ELIMINATED IN MARBLES😢,non-toxic,non-bullying
@nandakumar-bo8zy,2025-03-01T07:40:12Z,2025-03-01T07:40:12Z,3,One president should not humilate the other in front of press,non-toxic,non-bullying
@РустикХаннанов-с1е,2024-03-15T14:38:18Z,2024-03-15T14:38:18Z,0,200000😮😮😮,non-toxic,non-bullying
@sockpuppetbitme,2025-03-01T02:32:15Z,2025-03-01T02:32:15Z,3,Trump has no brain.,"toxicity, threat",bullying
@mathemagics266,2024-10-29T01:58:46Z,2024-10-29T01:58:46Z,0,Went to Hell,toxicity,bullying
@m.x.,2025-03-01T06:39:26Z,2025-03-01T06:39:26Z,1,"Zelensky is a fraud and a puppet, selling lies to serve the interests of his handlers. The Biden administration propped him up to ensure Ukraine became a battleground for U.S. imperial ambitions, sacrificing its people in a proxy war designed to bleed Russia dry. As admitted by Defense Secretary Lloyd Austin, Washington’s goal is to &#39;weaken&#39; Russia, not to help Ukraine. NATO, the West’s tool for aggression, has been expanding eastward for decades, deliberately provoking Russia and escalating conflict. Meanwhile, Western corporations eye Ukraine’s vast natural resources—its lithium, titanium, and fertile land—while its people are used as cannon fodder for a war they never truly controlled. The ultimate plan? To fracture and balkanize Russia, just as they did to Yugoslavia and Libya, ensuring that no power can ever challenge the globalist empire.","toxicity, threat",bullying
@drawit5041,2017-06-18T19:24:17Z,2017-06-18T19:24:17Z,0,how about the times where you got caught and got your ass beat,"toxicity, identity_attack",bullying
@mdamirhossain4732,2024-01-31T16:21:37Z,2024-01-31T16:21:37Z,0,Amir🎉🎉🎉🎉🎉🎉🎉🎉usam,non-toxic,non-bullying
@patientdD420,2025-03-01T08:32:19Z,2025-03-01T08:32:19Z,0,Wtf! We&#39;re is your suit? Disgusting.,"toxicity, identity_attack, threat",bullying
@TopRankVintage,2025-03-01T06:52:52Z,2025-03-01T06:52:52Z,2,"he did say thanks in the beginning of this meeting you dementia stricken dvmbass. you&#39;re a clown JD, you&#39;re talking to him like he&#39;s your son. stfu, you know nothing,","toxicity, threat",bullying
@wendrylgabriel6762,2018-09-24T21:09:10Z,2018-09-24T21:09:10Z,0,stop help my car kkkkkkkkkk,non-toxic,non-bullying
@lukevincent4397,2025-03-01T04:00:33Z,2025-03-01T04:00:33Z,0,I have ZERO respect for this lunatic Trump. He is a narcissist of the highest order.,"toxicity, threat",bullying
@Cap_Rust,2017-06-03T09:55:03Z,2017-06-03T09:55:03Z,0,That is so mean they could have hurt their selves and they might have smashed their phones,non-toxic,non-bullying
@SomethingSomewhere-zs6mt,2025-03-03T00:19:46Z,2025-03-03T00:19:46Z,0,Vance here is being an asskisser to Trump,"toxicity, threat",bullying
@1slogar,2024-11-27T06:19:07Z,2024-11-27T06:19:07Z,0,A ridiculous amount of ads that cannot be stopped. I shut it off.,"toxicity, threat",bullying
@BigMikeyMike777,2025-03-01T16:50:42Z,2025-03-01T16:50:42Z,0,After watching this the first time I thought it&#39;s impossible to defend Zelensky after how he behaved here. Seems I was wrong. The stupidity of mankind is really infinite.,"toxicity, threat",bullying
@ayub904,2017-10-14T04:55:17Z,2017-10-14T04:55:17Z,0,two way switch shit arnab   Hrithik is a good person,"toxicity, identity_attack",bullying
@drewsparents9670,2025-01-11T06:17:37Z,2025-01-11T06:17:37Z,88,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=1501"">25:01</a> That flip tho",non-toxic,non-bullying
@Cauanzinx777_,2024-06-30T23:22:04Z,2024-06-30T23:22:04Z,0,Alguém brasileiro em 2024?,non-toxic,non-bullying
@nielsholgersson9611,2025-03-01T00:51:07Z,2025-03-01T00:51:07Z,1,What a cocky bastard Zelensky is! Just a beggar from a failed state.,"toxicity, threat",bullying
@mianneirick7548,2025-02-28T22:45:50Z,2025-02-28T22:45:50Z,0,"Trump and Vance: what a couple of shameful, ignorant buffoons.","toxicity, threat",bullying
@vent4292,2025-01-20T19:20:14Z,2025-01-20T19:20:14Z,0,Чэл фактически переделал 1 в 1 игру в кальмара,non-toxic,non-bullying
@suponglongkumer,2025-03-01T06:14:51Z,2025-03-01T06:14:51Z,0,"Stupid comedian Ukraine president.....  Stop giving supplies to ukraine. His ego is destroying his country and it&#39;s people. If given no supplies from his ally, ukriane will become dust from Russia.","toxicity, threat",bullying
@abdullahlemar7318,2025-05-02T09:04:17Z,2025-05-02T09:04:17Z,0,A great martyeredom.... Mashallah,non-toxic,non-bullying
@geoz37_39,2017-08-06T19:23:27Z,2017-08-06T19:23:27Z,0,Its NOT fun idiot,"toxicity, threat",bullying
@halilkozak,2017-04-17T15:45:43Z,2017-04-17T15:45:43Z,0,NINJA?,non-toxic,non-bullying
@neighBytes,2025-03-01T02:52:22Z,2025-03-01T02:52:22Z,1,Or how EVeRYTIME zelenskyy tries to talk he gets interrupted and berated,non-toxic,non-bullying
@shirleyannjones1889,2025-03-01T00:23:31Z,2025-03-01T00:23:31Z,1,THE TIME OF DEMOCRACY IS OVER .. THE AGE OF THE EVIL AMERICAN KING ...HAS COME!!!,toxicity,bullying
@zkkss08,2024-12-03T07:32:02Z,2024-12-03T07:32:02Z,2,"The númbers of the <a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=600"">10:00</a> is ..",non-toxic,non-bullying
@gamingwithmiloy3458,2024-06-08T09:51:33Z,2024-06-08T09:51:33Z,0,"Onek sundor,,",non-toxic,non-bullying
@lenald6618,2025-03-01T00:44:41Z,2025-03-01T00:44:41Z,1,I’m completely done with anything American! Disgusting! Americans didn’t listen and voted for a Russian asset and dictator.,"toxicity, threat",bullying
@cengizserinuk,2025-02-28T19:00:23Z,2025-02-28T19:00:23Z,0,Its the most disrespectful attitude towards the President of a Nation of millions Disgusting,"toxicity, threat",bullying
@Justme3hello,2024-12-30T04:00:23Z,2024-12-30T04:00:23Z,1,could u do season 2,non-toxic,non-bullying
@psychobeefsticker,2025-03-02T13:15:07Z,2025-03-02T13:15:07Z,1,when u threaten other countries with WW3 they might get tired of it and WANT IT. so what if we win ...AT WHAT COST?!!! Just a &quot;few&quot; of our lives? HOW ABOUT YOURS?!!!,non-toxic,non-bullying
@barbaraplumadore9853,2024-05-13T05:10:51Z,2024-05-13T05:10:51Z,0,"They should let the families get their justice.  Stop protecting losers.. the sentences are pathetic yet for petty crime,  ppl pay prices. The law is very unjust.","toxicity, threat",bullying
@allaboutkashmirwithburhany9082,2020-07-29T15:09:38Z,2020-07-29T15:09:38Z,1,Kangana is psycho,"toxicity, threat",bullying
@bremnersghost948,2025-02-28T23:07:16Z,2025-02-28T23:07:16Z,0,"Even if all Aid to Ukraine stopped tomorrow, Ukraine would fight on in the biggest Partisan War seen since WW2, Would make Afghan &amp; Iraq look like a punch up at a wedding.",non-toxic,non-bullying
@chayoto,2025-02-28T21:26:25Z,2025-02-28T21:26:25Z,2,Zelensky is fed up (as are we all) of the rampant bullshit. Trump is not negotiating in good faith and it shows (to no one&#39;s surprise).,"toxicity, identity_attack, threat",bullying
